id;firstname;lastname;birthdate;country_id;position;foot;height
1782;Thomas;Delaney;3.09.1991;47;Midfielder;left;182
1783;Nolan;Roux;1.03.1988;61;Forward;right;182
1784;Riza;Durmisi;8.01.1994;47;Defender;left;168
1785;Borja;Gonzalez Tomas;25.08.1992;158;Forward;right;186
1786;Michael;Krohn-Dehli;6.06.1983;47;Midfielder;right;170
1787;Jens Stryger;Larsen;21.02.1991;47;Defender;right;180
1788;Marcel;Schmelzer;22.01.1988;64;Defender;left;180
1789;Jonas;Lossl;1.02.1989;47;Goalkeeper;right;195
1790;Ivan;Vargic;15.03.1987;41;Goalkeeper;right;192
1791;Sadiq;Umar;2.02.1997;126;Forward;right;192
1792;Digbo G'nampa Habib;Maiga;1.01.1996;40;Midfielder;right;181
1793;Diego;da Silva Farias;10.05.1990;23;Forward;right;173
1794;Gianluigi;Donnarumma;25.02.1999;82;Goalkeeper;right;198
1795;Patrick;Cutrone;3.01.1998;82;Forward;right;184
1796;Francis Odinaka;Uzoho;28.10.1998;126;Goalkeeper;right;196
1797;Isaac;Ajayi Success;7.01.1996;126;Forward;right;182
1798;Luca;Rizzo;24.04.1992;82;Midfielder;right;185
1799;Andy;Delort;9.10.1991;61;Forward;right;182
1800;Sadio;Mane;10.04.1992;147;Forward;right;175
1801;Marco Ezio;Fossati;5.10.1992;82;Midfielder;right;180
1802;Sofyan;Amrabat;21.08.1996;122;Midfielder;right;182
1803;Kouakou Herve;Koffi;16.10.1996;26;Goalkeeper;right;186
1804;Mahmoud Ibrahim;Hassan;1.10.1994;52;Midfielder;right;179
1805;Yussuf;Yurary Poulsen;15.06.1994;47;Forward;right;193
1806;Marcos Javier;Acuna;28.10.1991;7;Midfielder;left;172
1807;Landry Nany;Dimata;1.09.1997;46;Forward;right;184
1808;Paulo Bruno;Exequiel Dybala;15.11.1993;7;Forward;left;177
1809;Aron;Johannsson;10.11.1990;185;Forward;right;184
1810;Lukas;Lerager;12.07.1993;47;Midfielder;right;185
1811;Marco;Sportiello;10.05.1992;82;Goalkeeper;right;192
1812;Zaydou;Youssouf;11.07.1999;61;Midfielder;left;178
1813;Paolo Pancrazio;Farago;12.02.1993;82;Midfielder;right;187
1814;Chadrac;Akolo;1.04.1995;46;Forward;right;172
1815;Ismael;Aaneba;29.05.1999;61;Defender;right;185
1816;Marcus;Berg;17.08.1986;165;Forward;right;184
1817;Jose Paolo;Guerrero Gonzalez;1.01.1984;135;Forward;right;185
1818;Benjamin;Leroy;7.04.1989;61;Goalkeeper;right;184
1819;Bakery;Jatta;6.06.1998;204;Midfielder;right;184
1820;Alexis;Blin;16.09.1996;61;Midfielder;right;184
1821;Mehdi Pascal Marcel;Leris;23.05.1998;61;Forward;right;185
1822;Amine;Gouiri;16.02.2000;61;Forward;right;180
1823;Claud;Adjapong;6.05.1998;82;Defender;right;180
1824;Charles Mariano;Aranguiz Sandoval;17.04.1989;34;Midfielder;left;171
1825;Francesco;Zampano;30.09.1993;82;Defender;right;178
1826;Alex;Meret;22.03.1997;82;Goalkeeper;left;190
1827;Nicolo;Barella;7.02.1997;82;Midfielder;right;172
1828;Gianfilippo;Felicioli;30.09.1997;82;Defender;left;180
1829;Manuel;Locatelli;8.01.1998;82;Midfielder;right;185
1830;Vagner Jose;Dias Gon�alves;10.01.1996;28;Midfielder;right;168
1831;Thomas Teye;Partey;13.06.1993;65;Midfielder;right;185
1832;Issa;Diop;9.01.1997;61;Defender;right;194
1833;Enock;Kwateng;9.04.1997;61;Defender;right;183
1834;Clement;Michelin;11.05.1997;61;Defender;right;178
1835;Arnaud;Lusamba;4.01.1997;61;Midfielder;right;180
1836;Ousmane;Dembele;15.05.1997;61;Forward;both;178
1837;Ole;Kauper;9.01.1997;64;Midfielder;right;187
1838;Massimo;Coda;10.11.1988;82;Forward;right;184
1839;Mauro Wilney;Arambarri Rosa;30.09.1995;186;Midfielder;right;175
1840;Fahad Mosaed;Al Muwallad Al Harbi;14.09.1994;146;Forward;right;168
1841;Matthieu;Udol;20.03.1996;61;Defender;left;178
1842;Daler;Kuzyaev;15.01.1993;141;Midfielder;right;182
1843;Baptiste;Guillaume;16.06.1995;16;Forward;right;189
1844;Hakim;Ziyech;19.03.1993;122;Midfielder;left;180
1845;Timo;Letschert;25.05.1993;122;Defender;right;188
1846;Jiri;Pavlenka;14.04.1992;44;Goalkeeper;right;196
1847;Salem Mohammed;Al Dawsari;19.08.1991;146;Midfielder;right;171
1848;Alexander;Hack;8.09.1993;64;Defender;left;193
1849;Runar Mar;Sigurjonsson;18.06.1990;75;Midfielder;right;178
1850;Patrick;Herrmann;12.02.1991;64;Midfielder;right;179
1851;Sverrir Ingi;Ingason;5.08.1993;75;Defender;right;188
1852;Gabriel;Boschilia;5.03.1996;23;Midfielder;left;172
1853;Marco;Asensio Willemsen;21.01.1996;158;Midfielder;left;182
1854;Ermedin;Demirovic;25.03.1998;21;Forward;right;184
1855;Arnor Ingvi;Traustason;30.04.1993;75;Midfielder;right;182
1856;Giacomo;Poluzzi;25.02.1988;82;Goalkeeper;left;186
1857;Erick Antonio;Pulgar Farfan;15.01.1994;34;Midfielder;right;186
1858;Ville Matti;Steinmann;8.01.1995;64;Midfielder;right;189
1859;Felix;Eboa Eboa;17.04.1997;30;Defender;right;186
1860;Fode;Ballo Toure;3.01.1997;61;Defender;left;182
1861;Oscar;Melendo Jimenez;23.08.1997;158;Midfielder;left;167
1862;Philipp;Max;30.09.1993;64;Defender;left;177
1863;Ivan;Lopez Alvarez;29.06.1994;158;Forward;right;174
1864;Mikel;Vesga Arruti;8.04.1993;158;Midfielder;left;191
1865;Santiago Lionel;Ascacibar;25.02.1997;7;Midfielder;right;168
1866;Charles;Dias Barbosa de Oliveira;4.04.1984;23;Forward;right;179
1867;Ivan;Villar Martinez;9.07.1997;158;Goalkeeper;right;183
1868;Antonio;Sivera Salva;11.08.1996;158;Goalkeeper;right;184
1869;Gaetano;Letizia;29.06.1990;82;Defender;right;173
1870;Vincenzo;Grifo;7.04.1993;64;Midfielder;right;180
1871;Adrian;Marin Gomez;9.01.1997;158;Defender;left;181
1872;Moussa;Diaby;7.07.1999;61;Forward;left;170
1873;Benito;Ramirez del Toro;11.07.1995;158;Midfielder;left;175
1874;Manuel;Pucciarelli;17.06.1991;82;Forward;right;174
1875;Stefan Daniel;Radu;22.10.1986;140;Defender;left;183
1876;Angel Martin;Correa;9.03.1995;7;Forward;right;172
1877;Ivan;Rodriguez del Pozo;30.04.1996;158;Defender;right;180
1878;Ergys;Ka�e;8.07.1993;2;Midfielder;right;171
1879;Dusan;Basta;18.08.1984;148;Defender;right;185
1880;Jean-Claude;Billong;28.12.1993;61;Defender;right;192
1881;Gauthier;Banaziak;25.05.1997;61;Goalkeeper;"""""";183
1882;Takuma;Asano;10.11.1994;84;Forward;right;173
1883;Kelvin;Amian Adou;8.02.1998;61;Defender;right;180
1884;Dayotchanculle;Upamecano;27.10.1998;61;Defender;right;185
1885;Jean-Victor;Makengo;12.06.1998;61;Midfielder;left;177
1886;Yann;Karamoh;8.07.1998;40;Forward;right;185
1887;Rafael Alexandre;Fernandes Ferreira da Silva;17.05.1993;138;Midfielder;right;171
1888;John Stiven;Mendoza Valencia;27.06.1992;36;Forward;left;171
1889;Anthony;Mandrea;25.12.1996;61;Goalkeeper;right;186
1890;Hugo;Lloris;26.12.1986;61;Goalkeeper;left;188
1891;Anthony;Lopes;1.10.1990;61;Goalkeeper;left;184
1892;Remy;Vercoutre;26.06.1980;61;Goalkeeper;right;185
1893;Bakary;Kone;27.04.1988;26;Defender;right;188
1894;Dejan;Lovren;5.07.1989;41;Defender;right;188
1895;Samuel Yves;Umtiti;14.11.1993;30;Defender;left;182
1896;Mehdi;Zeffane;19.05.1992;61;Defender;right;176
1897;Jordan;Ferri;12.03.1992;61;Midfielder;right;172
1898;Maxime;Gonalons;10.03.1989;61;Midfielder;right;187
1899;Yoann;Gourcuff;11.07.1986;61;Midfielder;right;185
1900;Clement;Grenier;7.01.1991;61;Midfielder;right;186
1901;Kim;Kallstrom;24.08.1982;165;Midfielder;left;185
1902;Alassane;Plea;10.03.1993;61;Forward;right;181
1903;Jimmy;Briand;2.08.1985;61;Forward;right;181
1904;Alphonse;Areola;27.02.1993;61;Goalkeeper;right;195
1905;Salvatore;Sirigu;12.01.1987;82;Goalkeeper;right;192
1906;Milan;Bisevac;31.08.1983;148;Defender;right;185
1907;Christophe;Jallet;31.10.1983;61;Defender;right;178
1908;Loick;Landre;5.05.1992;61;Defender;right;182
1909;Michel;Macedo Rocha Machado;15.02.1990;23;Defender;right;176
1910;Mathieu;Bodmer;22.11.1982;61;Defender;right;190
1911;Blaise;Matuidi;9.04.1987;61;Midfielder;left;175
1912;Thiago;Motta;28.08.1982;23;Midfielder;left;187
1913;Javier Matias;Pastore;20.06.1989;7;Midfielder;right;187
1914;Kalifa;Coulibaly;21.08.1991;105;Forward;right;197
1915;Kevin;Gameiro;9.05.1987;61;Forward;right;172
1916;Sebastien;Corchia;1.11.1990;61;Defender;right;176
1917;Franco;Armani;16.01.1986;7;Goalkeeper;right;189
1918;Jerome;Roussillon;6.01.1993;61;Defender;left;175
1919;Ryad;Boudebouz;19.02.1990;61;Midfielder;left;177
1920;Breel-Donald;Embolo;14.02.1997;30;Forward;right;184
1921;Vincent;Nogueira;16.01.1988;61;Midfielder;right;170
1922;Sanjin;Prcic;20.11.1993;61;Midfielder;right;181
1923;Abdoul Razzagui;Camara;20.02.1990;69;Midfielder;left;178
1924;Juan Fernando;Quintero Paniagua;18.01.1993;36;Midfielder;left;169
1925;Thomas;Monconduit;10.02.1991;61;Midfielder;right;184
1926;Georges Constant;Mandjeck;9.12.1988;30;Midfielder;right;185
1927;Soualiho;Meite;17.03.1994;61;Midfielder;right;187
1928;Sebastien;Haller;22.06.1994;61;Forward;right;190
1929;Paul-Georges;Ntep de Madiba;29.07.1992;30;Midfielder;right;180
1930;Yaya;Sanogo;27.01.1993;61;Forward;right;191
1931;Maxime;Dupe;4.03.1993;61;Goalkeeper;right;186
1932;Erwin;Zelazny;22.09.1991;61;Goalkeeper;right;186
1933;Levy Koffi;Djidji;30.11.1992;61;Defender;right;184
1934;Jonathan;Martins-Pereira;30.01.1986;61;Defender;right;182
1935;Daniel Alejandro;Torres Rojas;15.11.1989;36;Midfielder;right;183
1936;Vincent;Bessat;8.11.1985;61;Midfielder;left;178
1937;Issa;Cissokho;23.02.1985;61;Defender;right;173
1938;Jordan;Veretout;1.03.1993;61;Midfielder;right;178
1939;Steve;Mandanda;28.03.1985;46;Goalkeeper;right;185
1940;Cesar;Azpilicueta Tanco;28.08.1989;158;Defender;right;178
1941;Jeremy;Morel;2.04.1984;61;Defender;left;172
1942;Nicolas;N'Koulou;27.03.1990;30;Defender;right;184
1943;Morgan;Amalfitano;20.03.1985;61;Midfielder;right;176
1944;Loic;Remy;2.01.1987;61;Forward;right;185
1945;Jaroslav;Plasil;5.01.1982;44;Midfielder;right;184
1946;Gregory;Sertic;5.08.1989;61;Midfielder;right;183
1947;Cheick Tidiane;Diabate;25.04.1988;105;Forward;right;194
1948;Henri;Saivet;26.10.1990;147;Midfielder;right;175
1949;Emiliano;Sala;30.10.1990;7;Forward;right;187
1950;Perparim;Hetemaj;12.12.1986;203;Midfielder;right;175
1951;Chaouki;Ben Saada;1.07.1984;61;Midfielder;left;170
1952;Miguel Angel;Borja Hernandez;26.01.1993;36;Forward;right;183
1953;Thorgan;Hazard;29.03.1993;16;Forward;right;174
1954;Geoffrey;Kondogbia;15.02.1993;61;Midfielder;left;188
1955;Ludovic;Baal;24.05.1986;196;Defender;left;176
1956;Stefan;Posch;14.05.1997;10;Defender;right;188
1957;Benoit;Costil;3.07.1987;61;Goalkeeper;right;187
1958;Abdoulaye;Diallo;30.03.1992;61;Goalkeeper;right;191
1959;Romain;Danze;3.07.1986;61;Defender;right;184
1960;Dimitri;Foulquier;23.03.1993;61;Defender;right;183
1961;Abdou Kader;Mangane;23.03.1983;147;Defender;right;193
1962;Kevin;Theophile Catherine;28.10.1989;61;Defender;right;183
1963;Julien;Feret;5.07.1982;61;Midfielder;right;187
1964;Yann;M'Vila;29.06.1990;61;Midfielder;right;182
1965;Vincent;Pajot;18.09.1990;61;Midfielder;right;180
1966;Sergio;Pellissier;12.04.1979;82;Forward;right;175
1967;Stephane;Bahoken;28.05.1992;61;Forward;right;185
1968;Mathieu;Debuchy;28.07.1985;61;Defender;right;177
1969;Lucas;Digne;20.07.1993;61;Defender;left;178
1970;Florent;Balmont;2.02.1980;61;Midfielder;right;168
1971;Bakary Adama;Soumaoro;18.06.1992;61;Defender;right;186
1972;Dimitri;Payet;29.03.1987;202;Midfielder;right;175
1973;Ronny;Rodelin;18.11.1989;202;Forward;right;192
1974;Axel;Werner;28.02.1996;7;Goalkeeper;right;192
1975;Kalidou;Koulibaly;20.06.1991;61;Defender;right;195
1976;Yeni Atito;N'Gbakoto;23.01.1992;61;Forward;right;173
1977;Bouna;Sarr;31.01.1992;61;Midfielder;right;177
1978;Benjamin;Mendy;17.07.1994;61;Defender;left;185
1979;Jonathan;Rivierez;18.05.1989;61;Defender;right;181
1980;Andrea;Raggi;24.06.1984;82;Defender;right;187
1981;Yannick;Cahuzac;18.01.1985;61;Midfielder;right;178
1982;Florian;Thauvin;26.01.1993;61;Forward;left;179
1983;Wahbi;Khazri;8.02.1991;61;Midfielder;right;182
1984;Yohann;Pele;4.11.1982;61;Goalkeeper;right;196
1985;Aymen;Abdennour;6.08.1989;177;Defender;left;187
1986;Daniel;Congre;5.04.1985;61;Defender;right;185
1987;Cheikh;M'Bengue;23.07.1988;61;Defender;left;182
1988;Steeve;Yago;16.12.1992;61;Defender;right;180
1989;Wissam;Ben Yedder;12.08.1990;61;Forward;right;170
1990;Etienne;Didot;24.07.1983;61;Midfielder;right;176
1991;Franck;Tabanou;30.01.1989;61;Midfielder;left;178
1992;Emmanuel;Riviere;3.03.1990;200;Forward;right;182
1993;Benjamin;Andre;3.08.1990;61;Midfielder;right;180
1994;Paul;Lasne;16.01.1989;61;Midfielder;left;186
1995;Frederic;Sammaritano;23.03.1986;61;Midfielder;right;162
1996;Yoann;Andreu;3.05.1989;61;Defender;right;178
1997;Kylian;Mbappe Lottin;20.12.1998;61;Forward;right;178
1998;Faouzi;Ghoulam;1.02.1991;61;Defender;left;188
1999;Ismael Tiemoko;Diomande;28.08.1992;40;Midfielder;right;183
2000;Max-Alain;Gradel;30.11.1987;40;Forward;right;177
2001;Josuha;Guilavogui;19.09.1990;61;Midfielder;right;188
2002;Loic;Perrin;7.08.1985;61;Defender;right;181
2003;Yoric;Ravet;12.09.1989;61;Midfielder;right;178
2004;Thomas;Heurtaux;3.07.1988;61;Defender;right;183
2005;Jeremy;Sorbon;5.08.1983;61;Defender;right;183
2006;Fay�al;Fajr;1.08.1988;61;Midfielder;right;178
2007;Romain;Hamouma;29.03.1987;61;Forward;right;178
2008;Benjamin;Nivet;2.01.1977;61;Midfielder;right;178
2009;M'Baye Babacar;Niang;19.12.1994;61;Forward;right;184
2010;Denis;Petric;24.05.1988;153;Goalkeeper;right;187
2011;Julian;Palmieri;17.12.1987;61;Defender;left;170
2012;Nicolas;de Roussel de Preville;8.01.1991;61;Forward;right;182
2013;Mamadou;Samassa;16.02.1990;61;Goalkeeper;right;198
2014;Fran�ois;Bellugou;25.04.1987;61;Defender;right;188
2015;Charly;Charrier;27.05.1986;61;Midfielder;right;181
2016;Moustapha Elhadji;Diallo;14.05.1986;147;Midfielder;right;192
2017;Thibault;Giresse;25.05.1981;61;Midfielder;left;172
2018;Gilbert Gianelli;Imbula Wanga;12.09.1992;16;Midfielder;left;186
2019;Christophe;Kerbrat;2.04.1986;61;Defender;right;185
2020;Ewandro Felipe;de Lima Costa;15.03.1996;23;Forward;left;176
2021;Baissama;Sankoh;20.03.1992;61;Defender;right;180
2022;Abdul Khaled;Akiola Adenon;28.07.1985;18;Defender;right;180
2023;Jhon Andres;Cordoba Copete;10.05.1993;36;Forward;right;185
2024;Laurent;Pionnier;24.05.1982;61;Goalkeeper;right;183
2025;Henri;Bedimo Nsame;4.06.1984;30;Defender;left;180
2026;Mathieu;Deplagne;1.10.1991;61;Defender;right;183
2027;Vitorino;Hilton da Silva;13.09.1977;23;Defender;right;180
2028;Benjamin;Stambouli;13.08.1990;61;Midfielder;right;180
2029;Mapou;Yanga-Mbiwa;15.05.1989;32;Defender;right;184
2030;Younes;Belhanda;25.02.1990;61;Midfielder;right;175
2031;Remy;Cabella;8.03.1990;61;Midfielder;right;171
2032;Bryan;Dabo;18.02.1992;61;Midfielder;right;186
2033;Jonathan;Tinhan;1.06.1989;61;Forward;right;178
2034;Souleymane;Camara;22.12.1982;147;Forward;right;174
2035;Olivier;Giroud;30.09.1986;61;Forward;left;192
2036;Carlos Joel;Salcedo Hernandez;29.09.1993;110;Defender;right;188
2037;Benjamin;Lecomte;26.04.1991;61;Goalkeeper;right;186
2038;Simon;Falette;19.02.1992;61;Defender;left;184
2039;Lamine;Gassama;20.10.1989;61;Defender;right;181
2040;Wesley;Lautoa;25.08.1987;61;Defender;right;182
2041;Cheick;Doukoure;11.09.1992;40;Midfielder;right;180
2042;Yann;Jouffre;23.07.1984;61;Midfielder;left;176
2043;Joel Nathaniel;Campbell Samuels;26.06.1992;39;Forward;left;178
2044;Kevin;Monnet-Paquet;19.08.1988;61;Forward;right;184
2045;Gilles;Sunu;30.03.1991;61;Forward;right;181
2046;Landry;Bonnefoi;20.09.1983;61;Goalkeeper;right;184
2047;Julien;Ielsch;5.03.1983;61;Defender;left;173
2048;Jonas;Martin;9.04.1990;61;Midfielder;right;184
2049;Loic;Puyo;19.12.1988;61;Midfielder;left;182
2050;Herve;Bazile;18.03.1990;61;Forward;left;181
2051;Lionel Jules;Carole;12.04.1991;61;Defender;left;178
2052;Florentin;Pogba;19.08.1990;69;Defender;left;189
2053;Ismael;Traore;18.08.1986;61;Defender;right;184
2054;Mickael;Le Bihan;16.05.1990;61;Forward;right;184
2055;Naim;Sliti;27.07.1992;61;Midfielder;right;173
2056;Salif;Sane;25.08.1990;61;Defender;right;196
2057;Thomas;Mangani;29.04.1987;61;Midfielder;left;183
2058;Benjamin;Jeannot;22.01.1992;61;Forward;right;183
2059;Brice;Samba;25.04.1994;38;Goalkeeper;left;186
2060;Prince-Desir;Gouano;24.12.1993;61;Defender;right;186
2061;Maxime;Le Marchand;11.10.1989;61;Defender;left;185
2062;Loic;Badiashile Mukinayi;5.02.1998;61;Goalkeeper;right;186
2063;Bruno Miguel;Boialvo Gaspar;21.04.1993;138;Defender;right;176
2064;Nelson;Cabral Semedo;16.11.1993;138;Defender;right;177
2065;Johan Andres;Mojica Palacio;21.08.1992;36;Defender;left;179
2066;Claudio;Beauvue;16.04.1988;201;Forward;right;174
2067;Robin;Zentner;28.10.1994;64;Goalkeeper;right;194
2068;Djibril;Sidibe;29.07.1992;61;Defender;right;182
2069;Quentin;Othon;27.03.1988;61;Midfielder;left;162
2070;Jessy;Moulin;13.01.1986;61;Goalkeeper;right;185
2071;Romain;Saiss;26.03.1990;61;Midfielder;left;190
2072;Alexandre;Letellier;11.12.1990;61;Goalkeeper;right;193
2073;Vincent;Manceau;10.07.1989;61;Defender;right;176
2074;Ferebory;Dore;21.01.1990;38;Forward;right;194
2075;Sabri;Toufiqui;30.03.1997;61;Midfielder;"""""";173
2076;Nicolas;Pallois;19.09.1987;61;Defender;left;189
2077;Zinedine;Machach;5.01.1996;61;Midfielder;right;184
2078;Anthony;Gon�alves;6.03.1986;61;Midfielder;right;178
2079;Cristiano;Lombardi;19.08.1995;82;Forward;right;179
2080;Aissa;Mandi;22.10.1991;61;Defender;right;184
2081;Romain;Amalfitano;27.08.1989;61;Midfielder;right;175
2082;Lucas;Deaux;26.12.1988;61;Midfielder;right;188
2083;Leonardo;Spinazzola;25.03.1993;82;Midfielder;right;186
2084;Antonio;Santurro;29.02.1992;82;Goalkeeper;right;192
2085;Paul;Baysse;18.05.1988;61;Defender;right;185
2086;Santiago Juan;Gentiletti Selak;9.01.1985;7;Defender;left;182
2087;Luca;Rossettini;9.05.1985;82;Defender;right;187
2088;Philipp;Lienhart;11.07.1996;10;Defender;right;185
2089;Rodney;Wallace Burns;17.06.1988;39;Midfielder;left;182
2090;Baptiste;Reynet;28.10.1990;61;Goalkeeper;right;185
2091;Abdoulaye;Bamba;25.04.1990;40;Defender;right;182
2092;Samuel;Souprayen;2.02.1989;202;Defender;left;187
2093;Cedric;Varrault;30.01.1980;61;Defender;right;182
2094;Sekou;Baradji;24.04.1984;61;Midfielder;left;183
2095;Benjamin;Corgnet;6.04.1987;61;Midfielder;right;180
2096;Gael;Kakuta;21.06.1991;61;Midfielder;left;173
2097;Younousse;Sankhare;10.09.1989;61;Midfielder;left;184
2098;Damien;Da Silva;17.05.1988;61;Defender;right;184
2099;Bernard;Tekpetey;3.09.1997;65;Forward;right;172
2100;Guy Adolphe;N'Gosso Massouma;11.01.1985;30;Midfielder;right;185
2101;Jeremy;Cordoval;12.01.1990;61;Defender;right;167
2102;Taulant Ragip;Xhaka;28.03.1991;166;Midfielder;right;172
2103;Pol Mikel;Lirola Kosok;13.08.1997;158;Defender;right;183
2104;Ozan;Tufan;23.03.1995;178;Midfielder;right;179
2105;Kenny;Lala;3.10.1991;61;Defender;right;178
2106;Renaud;Cohade;29.09.1984;61;Midfielder;right;180
2107;Mathieu;Dossevi;12.02.1988;61;Midfielder;right;172
2108;Carlos Alberto;Sanchez Moreno;6.02.1986;36;Midfielder;right;182
2109;Romain;Genevois;28.10.1987;72;Defender;right;182
2110;Prince;Oniangue;4.11.1988;61;Midfielder;right;190
2111;Jeremy;Blayac;13.06.1983;61;Forward;right;187
2112;Billy;Ketkeophomphone;24.03.1990;61;Forward;right;180
2113;Anton;Miranchuk;17.10.1995;141;Midfielder;right;183
2114;Regis;Gurtner;8.12.1986;61;Goalkeeper;right;183
2115;Marcelo;Brozovic;16.11.1992;41;Midfielder;right;181
2116;Yannis;Salibur;21.01.1991;61;Midfielder;left;177
2117;Diafra;Sakho;24.12.1989;147;Forward;right;184
2118;Arnaud;Souquet;12.02.1992;61;Defender;right;179
2119;Karl;Toko Ekambi;14.09.1992;61;Forward;right;183
2120;Daniel;Wass;31.05.1989;47;Midfielder;right;181
2121;Alexandre;Oukidja;19.07.1988;61;Goalkeeper;right;185
2122;Chang-Hoon;Kwon;30.06.1994;89;Midfielder;left;174
2123;Federico;Peluso;20.01.1984;82;Defender;left;188
2124;Ambroise;Oyongo Bitolo;22.06.1991;30;Defender;left;175
2125;Luca;Cigarini;20.06.1986;82;Midfielder;right;175
2126;Jakub;Jankto;19.01.1996;44;Midfielder;left;184
2127;Ludovic;Butelle;3.04.1983;61;Goalkeeper;right;188
2128;Simone;Edera;9.01.1997;82;Forward;left;174
2129;Idriss;Saadi;8.02.1992;61;Forward;right;179
2130;Robert;Bauer;9.04.1995;64;Defender;right;183
2131;Florian;Grillitsch;7.08.1995;10;Midfielder;right;187
2132;Mathieu;Michel;4.09.1991;61;Goalkeeper;right;188
2133;Maxime;Poundje;16.08.1992;61;Defender;left;180
2134;Oscar Esau;Duarte Gaitan;3.06.1989;124;Defender;right;186
2135;Levin Mete;Oztunali;15.03.1996;64;Midfielder;right;184
2136;Nicolas;Benezet;24.02.1991;61;Midfielder;right;170
2137;Yeltsin Ignacio;Tejeda Valverde;17.03.1992;39;Midfielder;right;177
2138;Bobby;Allain;28.11.1991;61;Goalkeeper;right;185
2139;Jean-Christophe;Bouet;21.07.1983;61;Goalkeeper;right;184
2140;Mathieu;Gorgelin;5.08.1990;61;Goalkeeper;left;187
2141;Rick;Karsdorp;11.02.1995;122;Defender;right;182
2142;Giancarlo;Gonzalez Castro;8.02.1988;39;Defender;right;186
2143;Matthieu;Dreyer;20.03.1989;61;Goalkeeper;right;188
2144;Sergio;Arribas Blazquez;7.07.1995;158;Midfielder;right;179
2145;Jefferson Andres;Lerma Solis;25.10.1994;36;Midfielder;right;179
2146;Danilo;Cataldi;6.08.1994;82;Midfielder;right;180
2147;Luca;Crecco;6.09.1995;82;Midfielder;left;183
2148;Keita;Balde Diao;8.03.1995;158;Forward;right;181
2149;David;Alba Fernandez;5.05.1999;158;Defender;right;186
2150;Youssef;Ait Bennasser;7.07.1996;61;Midfielder;right;184
2151;Yerry Fernando;Mina Gonzalez;23.09.1994;36;Defender;right;195
2152;Sergio Duvan;Cordova Lezama;10.01.1997;189;Forward;right;188
2153;Lebogang;Phiri;9.11.1994;156;Midfielder;right;173
2154;Julio;Tavares;19.11.1988;28;Forward;right;187
2155;Charalampos;Lykogiannis;22.10.1993;66;Defender;left;186
2156;Vassilis;Torosidis;10.06.1985;66;Defender;right;186
2157;Amir;Abedzadeh;26.04.1993;78;Goalkeeper;right;186
2158;Kevin;Mirallas;5.10.1987;16;Midfielder;right;182
2159;Gaetan;Bussmann;2.02.1991;61;Defender;left;184
2160;Anto;Grgic;28.11.1996;166;Midfielder;right;188
2161;Konstantinos;Manolas;14.06.1991;66;Defender;right;189
2162;Vitorino Gabriel;Pacheco Antunes;1.04.1987;138;Defender;left;176
2163;Dimitrios;Siovas;16.09.1988;66;Defender;left;192
2164;Guillermo Alfonso;Maripan Loaysa;6.05.1994;34;Defender;right;193
2165;Victorio Maximiliano;Pereira Paez;8.06.1984;186;Defender;right;173
2166;Yuri;Lodygin;26.05.1990;141;Goalkeeper;right;187
2167;Stephane;Darbion;22.03.1984;61;Midfielder;left;183
2168;Rodrigo;Moreno Machado;6.03.1991;23;Forward;left;182
2169;Naby Deco;Keita;10.02.1995;69;Midfielder;right;172
2170;Pablo Ezequiel;De Blasis;4.02.1988;7;Forward;right;165
2171;Angelo;Fulgini;20.08.1996;40;Midfielder;right;183
2172;Davide;Calabria;6.12.1996;82;Defender;right;176
2173;Kevin;Bonifazi;19.05.1996;82;Defender;right;187
2174;Andi;Lila;12.02.1986;2;Midfielder;right;186
2175;Leon;Bailey Butler;9.08.1997;83;Forward;left;180
2176;Mikel;Oyarzabal Ugarte;21.04.1997;158;Midfielder;left;181
2177;Giuseppe;Pezzella;29.11.1997;82;Defender;left;185
2178;Marlon;Frey;24.03.1996;64;Midfielder;right;180
2179;Joshua;Kimmich;8.02.1995;64;Defender;right;176
2180;Jannik;Huth;15.04.1994;64;Goalkeeper;right;184
2181;Mattia;Caldara;5.05.1994;82;Defender;right;187
2182;Julian;Weigl;8.09.1995;64;Midfielder;right;186
2183;Marius;Wolf;27.05.1995;64;Midfielder;right;187
2184;Michael;Zetterer;12.07.1995;64;Goalkeeper;right;187
2185;Gerrit;Holtmann;25.03.1995;64;Midfielder;left;183
2186;Raphael;Framberger;6.09.1995;64;Defender;right;179
2187;Erik;Thommy;20.08.1994;64;Midfielder;right;174
2188;Marlos;Moreno Duran;20.09.1996;36;Forward;right;173
2189;Julio;Gracia Gallardo;10.02.1998;158;Midfielder;right;170
2190;Ruben;Duarte Sanchez;18.10.1995;158;Defender;left;180
2191;Aleksandr;Golovin;30.05.1996;141;Midfielder;right;180
2192;Enrico;Brignola;8.07.1999;82;Forward;left;180
2193;Jose Luis;Morales Nogales;23.07.1987;158;Midfielder;right;180
2194;Giovani;Lo Celso;9.04.1996;7;Midfielder;left;177
2195;Nikola;Maksimovic;25.11.1991;148;Defender;right;193
2196;Trent;Sainsbury;5.01.1992;9;Defender;right;183
2197;Diego;Hernandez Barriuso;19.09.1995;158;Midfielder;right;188
2198;Ruben;Santos Gato Alves Dias;14.05.1997;138;Defender;right;187
2199;Lukas;Klostermann;3.06.1996;64;Defender;right;189
2200;Benjamin;Henrichs;23.02.1997;64;Defender;right;183
2201;Gian-Luca;Waldschmidt;19.05.1996;64;Forward;left;181
